s.no,customer_id,first_name,last_name,email,gender,city,state,country
,1,Sneha,Iyer,sneha.iyer1@gmail.com,Female,Delhi,Delhi,India
,2,Shruti,Singh,shruti.singh2@gmail.com,Female,Kolkata,West Bengal,India
,3,Aarav,Patel,aarav.patel3@gmail.com,Male,Hyderabad,Telangana,India
,4,Sneha,Singh,sneha.singh4@gmail.com,Female,Chennai,Tamil Nadu,India
,5,Kavya,Nair,kavya.nair5@gmail.com,Female,Hyderabad,Telangana,India
,6,Arjun,Verma,arjun.verma6@gmail.com,Male,Chennai,Tamil Nadu,India
,7,Aarav,Sharma,aarav.sharma7@gmail.com,Male,Pune,Maharashtra,India
,8,Rohit,Nair,rohit.nair8@gmail.com,Male,Hyderabad,Telangana,India
,9,Aditya,Singh,aditya.singh9@gmail.com,Male,Kolkata,West Bengal,India
,10,Kavya,Singh,kavya.singh10@gmail.com,Female,Bengaluru,Karnataka,India
,11,Vikram,Sharma,vikram.sharma11@gmail.com,Male,Hyderabad,Telangana,India
,12,Meera,Iyer,meera.iyer12@gmail.com,Female,Kolkata,West Bengal,India
,13,Sneha,Singh,sneha.singh13@gmail.com,Female,Bengaluru,Karnataka,India
,14,Sneha,Patel,sneha.patel14@gmail.com,Female,Delhi,Delhi,India
,15,Vikram,Nair,vikram.nair15@gmail.com,Male,Pune,Maharashtra,India
,16,Divya,Patel,divya.patel16@gmail.com,Female,Pune,Maharashtra,India
,17,Pooja,Sharma,pooja.sharma17@gmail.com,Female,Hyderabad,Telangana,India
,18,Shruti,Gupta,shruti.gupta18@gmail.com,Female,Kolkata,West Bengal,India
,19,Shruti,Sharma,shruti.sharma19@gmail.com,Female,Chennai,Tamil Nadu,India
,20,Divya,Patel,divya.patel20@gmail.com,Female,Bengaluru,Karnataka,India
,21,Shruti,Verma,shruti.verma21@gmail.com,Female,Bengaluru,Karnataka,India
,22,Rohit,Nair,rohit.nair22@gmail.com,Male,Bengaluru,Karnataka,India
,23,Aditya,Verma,aditya.verma23@gmail.com,Male,Hyderabad,Telangana,India
,24,Priya,Iyer,priya.iyer24@gmail.com,Female,Delhi,Delhi,India
,25,Ananya,Verma,ananya.verma25@gmail.com,Female,Chennai,Tamil Nadu,India
,26,Arjun,Verma,arjun.verma26@gmail.com,Male,Chennai,Tamil Nadu,India
,27,Rahul,Patel,rahul.patel27@gmail.com,Male,Kolkata,West Bengal,India
,28,Arjun,Nair,arjun.nair28@gmail.com,Male,Hyderabad,Telangana,India
,29,Sandeep,Gupta,sandeep.gupta29@gmail.com,Male,Kolkata,West Bengal,India
,30,Sandeep,Gupta,sandeep.gupta30@gmail.com,Male,Kolkata,West Bengal,India
,31,Rohit,Verma,rohit.verma31@gmail.com,Male,Pune,Maharashtra,India
,32,Aditya,Sharma,aditya.sharma32@gmail.com,Male,Hyderabad,Telangana,India
,33,Sneha,Gupta,sneha.gupta33@gmail.com,Female,Kolkata,West Bengal,India
,34,Shruti,Singh,shruti.singh34@gmail.com,Female,Chennai,Tamil Nadu,India
,35,Priya,Nair,priya.nair35@gmail.com,Female,Pune,Maharashtra,India
,36,Kavya,Patel,kavya.patel36@gmail.com,Female,Kolkata,West Bengal,India
,37,Divya,Reddy,divya.reddy37@gmail.com,Female,Chennai,Tamil Nadu,India
,38,Kiran,Gupta,kiran.gupta38@gmail.com,Male,Pune,Maharashtra,India
,39,Shruti,Reddy,shruti.reddy39@gmail.com,Female,Bengaluru,Karnataka,India
,40,Pooja,Singh,pooja.singh40@gmail.com,Female,Hyderabad,Telangana,India
,41,Pooja,Verma,pooja.verma41@gmail.com,Female,Kolkata,West Bengal,India
,42,Vikram,Reddy,vikram.reddy42@gmail.com,Male,Kolkata,West Bengal,India
,43,Ananya,Reddy,ananya.reddy43@gmail.com,Female,Delhi,Delhi,India
,44,Arjun,Iyer,arjun.iyer44@gmail.com,Male,Delhi,Delhi,India
,45,Vikram,Iyer,vikram.iyer45@gmail.com,Male,Pune,Maharashtra,India
,46,Pooja,Sharma,pooja.sharma46@gmail.com,Female,Chennai,Tamil Nadu,India
,47,Arjun,Sharma,arjun.sharma47@gmail.com,Male,Hyderabad,Telangana,India
,48,Kavya,Verma,kavya.verma48@gmail.com,Female,Bengaluru,Karnataka,India
,49,Rahul,Gupta,rahul.gupta49@gmail.com,Male,Bengaluru,Karnataka,India
,50,Rahul,Reddy,rahul.reddy50@gmail.com,Male,Delhi,Delhi,India
,51,Vikram,Singh,vikram.singh51@gmail.com,Male,Delhi,Delhi,India
,52,Vikram,Verma,vikram.verma52@gmail.com,Male,Pune,Maharashtra,India
,53,Divya,Sharma,divya.sharma53@gmail.com,Female,Delhi,Delhi,India
,54,Divya,Iyer,divya.iyer54@gmail.com,Female,Hyderabad,Telangana,India
,55,Sandeep,Reddy,sandeep.reddy55@gmail.com,Male,Chennai,Tamil Nadu,India
,56,Vikram,Sharma,vikram.sharma56@gmail.com,Male,Kolkata,West Bengal,India
,57,Vikram,Sharma,vikram.sharma57@gmail.com,Male,Pune,Maharashtra,India
,58,Sandeep,Gupta,sandeep.gupta58@gmail.com,Male,Hyderabad,Telangana,India
,59,Pooja,Iyer,pooja.iyer59@gmail.com,Female,Pune,Maharashtra,India
,60,Arjun,Patel,arjun.patel60@gmail.com,Male,Kolkata,West Bengal,India
,61,Aarav,Nair,aarav.nair61@gmail.com,Male,Bengaluru,Karnataka,India
,62,Vikram,Gupta,vikram.gupta62@gmail.com,Male,Hyderabad,Telangana,India
,63,Priya,Sharma,priya.sharma63@gmail.com,Female,Chennai,Tamil Nadu,India
,64,Ananya,Nair,ananya.nair64@gmail.com,Female,Delhi,Delhi,India
,65,Kavya,Gupta,kavya.gupta65@gmail.com,Female,Pune,Maharashtra,India
,66,Divya,Reddy,divya.reddy66@gmail.com,Female,Pune,Maharashtra,India
,67,Sandeep,Singh,sandeep.singh67@gmail.com,Male,Kolkata,West Bengal,India
,68,Divya,Gupta,divya.gupta68@gmail.com,Female,Kolkata,West Bengal,India
,69,Sandeep,Nair,sandeep.nair69@gmail.com,Male,Delhi,Delhi,India
,70,Priya,Nair,priya.nair70@gmail.com,Female,Hyderabad,Telangana,India
,71,Priya,Nair,priya.nair71@gmail.com,Female,Chennai,Tamil Nadu,India
,72,Priya,Gupta,priya.gupta72@gmail.com,Female,Kolkata,West Bengal,India
,73,Shruti,Iyer,shruti.iyer73@gmail.com,Female,Bengaluru,Karnataka,India
,74,Meera,Nair,meera.nair74@gmail.com,Female,Kolkata,West Bengal,India
,75,Rahul,Gupta,rahul.gupta75@gmail.com,Male,Pune,Maharashtra,India
,76,Ananya,Iyer,ananya.iyer76@gmail.com,Female,Pune,Maharashtra,India
,77,Priya,Sharma,priya.sharma77@gmail.com,Female,Kolkata,West Bengal,India
,78,Kiran,Gupta,kiran.gupta78@gmail.com,Male,Bengaluru,Karnataka,India
,79,Shruti,Singh,shruti.singh79@gmail.com,Female,Delhi,Delhi,India
,80,Arjun,Iyer,arjun.iyer80@gmail.com,Male,Chennai,Tamil Nadu,India
,81,Priya,Patel,priya.patel81@gmail.com,Female,Delhi,Delhi,India
,82,Rohit,Singh,rohit.singh82@gmail.com,Male,Delhi,Delhi,India
,83,Sandeep,Iyer,sandeep.iyer83@gmail.com,Male,Hyderabad,Telangana,India
,84,Kiran,Singh,kiran.singh84@gmail.com,Male,Delhi,Delhi,India
,85,Kavya,Sharma,kavya.sharma85@gmail.com,Female,Chennai,Tamil Nadu,India
,86,Divya,Sharma,divya.sharma86@gmail.com,Female,Delhi,Delhi,India
,87,Rohit,Sharma,rohit.sharma87@gmail.com,Male,Hyderabad,Telangana,India
,88,Kavya,Gupta,kavya.gupta88@gmail.com,Female,Chennai,Tamil Nadu,India
,89,Ananya,Verma,ananya.verma89@gmail.com,Female,Delhi,Delhi,India
,90,Ananya,Nair,ananya.nair90@gmail.com,Female,Delhi,Delhi,India
,91,Pooja,Verma,pooja.verma91@gmail.com,Female,Chennai,Tamil Nadu,India
,92,Priya,Nair,priya.nair92@gmail.com,Female,Pune,Maharashtra,India
,93,Divya,Verma,divya.verma93@gmail.com,Female,Hyderabad,Telangana,India
,94,Rohit,Nair,rohit.nair94@gmail.com,Male,Bengaluru,Karnataka,India
,95,Aditya,Nair,aditya.nair95@gmail.com,Male,Delhi,Delhi,India
,96,Aarav,Singh,aarav.singh96@gmail.com,Male,Chennai,Tamil Nadu,India
,97,Arjun,Gupta,arjun.gupta97@gmail.com,Male,Hyderabad,Telangana,India
,98,Divya,Patel,divya.patel98@gmail.com,Female,Chennai,Tamil Nadu,India
,99,Pooja,Patel,pooja.patel99@gmail.com,Female,Kolkata,West Bengal,India
,100,Arjun,Sharma,arjun.sharma100@gmail.com,Male,Kolkata,West Bengal,India
,101,Kiran,Gupta,kiran.gupta101@gmail.com,Male,Delhi,Delhi,India
,102,Sandeep,Nair,sandeep.nair102@gmail.com,Male,Kolkata,West Bengal,India
,103,Kiran,Singh,kiran.singh103@gmail.com,Male,Bengaluru,Karnataka,India
,104,Meera,Gupta,meera.gupta104@gmail.com,Female,Hyderabad,Telangana,India
,105,Divya,Sharma,divya.sharma105@gmail.com,Female,Bengaluru,Karnataka,India
,106,Kavya,Verma,kavya.verma106@gmail.com,Female,Bengaluru,Karnataka,India
,107,Pooja,Reddy,pooja.reddy107@gmail.com,Female,Chennai,Tamil Nadu,India
,108,Rohit,Sharma,rohit.sharma108@gmail.com,Male,Chennai,Tamil Nadu,India
,109,Sneha,Nair,sneha.nair109@gmail.com,Female,Bengaluru,Karnataka,India
,110,Shruti,Reddy,shruti.reddy110@gmail.com,Female,Chennai,Tamil Nadu,India
,111,Rahul,Gupta,rahul.gupta111@gmail.com,Male,Kolkata,West Bengal,India
,112,Rahul,Patel,rahul.patel112@gmail.com,Male,Bengaluru,Karnataka,India
,113,Rohit,Singh,rohit.singh113@gmail.com,Male,Kolkata,West Bengal,India
,114,Rahul,Verma,rahul.verma114@gmail.com,Male,Chennai,Tamil Nadu,India
,115,Priya,Patel,priya.patel115@gmail.com,Female,Hyderabad,Telangana,India
,116,Kiran,Nair,kiran.nair116@gmail.com,Male,Bengaluru,Karnataka,India
,117,Pooja,Nair,pooja.nair117@gmail.com,Female,Delhi,Delhi,India
,118,Rahul,Patel,rahul.patel118@gmail.com,Male,Bengaluru,Karnataka,India
,119,Divya,Singh,divya.singh119@gmail.com,Female,Kolkata,West Bengal,India
,120,Rohit,Singh,rohit.singh120@gmail.com,Male,Pune,Maharashtra,India
,121,Meera,Iyer,meera.iyer121@gmail.com,Female,Chennai,Tamil Nadu,India
,122,Sneha,Verma,sneha.verma122@gmail.com,Female,Hyderabad,Telangana,India
,123,Rahul,Iyer,rahul.iyer123@gmail.com,Male,Hyderabad,Telangana,India
,124,Divya,Sharma,divya.sharma124@gmail.com,Female,Delhi,Delhi,India
,125,Kavya,Sharma,kavya.sharma125@gmail.com,Female,Hyderabad,Telangana,India
,126,Aarav,Reddy,aarav.reddy126@gmail.com,Male,Bengaluru,Karnataka,India
,127,Rohit,Reddy,rohit.reddy127@gmail.com,Male,Bengaluru,Karnataka,India
,128,Sandeep,Patel,sandeep.patel128@gmail.com,Male,Kolkata,West Bengal,India
,129,Kavya,Reddy,kavya.reddy129@gmail.com,Female,Chennai,Tamil Nadu,India
,130,Kavya,Patel,kavya.patel130@gmail.com,Female,Kolkata,West Bengal,India
,131,Vikram,Reddy,vikram.reddy131@gmail.com,Male,Bengaluru,Karnataka,India
,132,Divya,Iyer,divya.iyer132@gmail.com,Female,Chennai,Tamil Nadu,India
,133,Aditya,Gupta,aditya.gupta133@gmail.com,Male,Hyderabad,Telangana,India
,134,Aditya,Reddy,aditya.reddy134@gmail.com,Male,Hyderabad,Telangana,India
,135,Rahul,Singh,rahul.singh135@gmail.com,Male,Chennai,Tamil Nadu,India
,136,Divya,Verma,divya.verma136@gmail.com,Female,Hyderabad,Telangana,India
,137,Meera,Patel,meera.patel137@gmail.com,Female,Pune,Maharashtra,India
,138,Pooja,Patel,pooja.patel138@gmail.com,Female,Kolkata,West Bengal,India
,139,Divya,Singh,divya.singh139@gmail.com,Female,Hyderabad,Telangana,India
,140,Pooja,Reddy,pooja.reddy140@gmail.com,Female,Kolkata,West Bengal,India
,141,Sandeep,Verma,sandeep.verma141@gmail.com,Male,Pune,Maharashtra,India
,142,Rahul,Gupta,rahul.gupta142@gmail.com,Male,Kolkata,West Bengal,India
,143,Kavya,Gupta,kavya.gupta143@gmail.com,Female,Bengaluru,Karnataka,India
,144,Kiran,Iyer,kiran.iyer144@gmail.com,Male,Chennai,Tamil Nadu,India
,145,Aarav,Nair,aarav.nair145@gmail.com,Male,Hyderabad,Telangana,India
,146,Kavya,Sharma,kavya.sharma146@gmail.com,Female,Hyderabad,Telangana,India
,147,Kiran,Reddy,kiran.reddy147@gmail.com,Male,Pune,Maharashtra,India
,148,Divya,Nair,divya.nair148@gmail.com,Female,Chennai,Tamil Nadu,India
,149,Kiran,Reddy,kiran.reddy149@gmail.com,Male,Chennai,Tamil Nadu,India
,150,Vikram,Sharma,vikram.sharma150@gmail.com,Male,Hyderabad,Telangana,India
,151,Priya,Iyer,priya.iyer151@gmail.com,Female,Bengaluru,Karnataka,India
,152,Pooja,Gupta,pooja.gupta152@gmail.com,Female,Delhi,Delhi,India
,153,Arjun,Sharma,arjun.sharma153@gmail.com,Male,Hyderabad,Telangana,India
,154,Rahul,Verma,rahul.verma154@gmail.com,Male,Delhi,Delhi,India
,155,Sneha,Sharma,sneha.sharma155@gmail.com,Female,Bengaluru,Karnataka,India
,156,Pooja,Sharma,pooja.sharma156@gmail.com,Female,Hyderabad,Telangana,India
,157,Kiran,Singh,kiran.singh157@gmail.com,Male,Chennai,Tamil Nadu,India
,158,Kiran,Nair,kiran.nair158@gmail.com,Male,Pune,Maharashtra,India
,159,Pooja,Reddy,pooja.reddy159@gmail.com,Female,Delhi,Delhi,India
,160,Pooja,Gupta,pooja.gupta160@gmail.com,Female,Hyderabad,Telangana,India
,161,Shruti,Verma,shruti.verma161@gmail.com,Female,Pune,Maharashtra,India
,162,Sneha,Iyer,sneha.iyer162@gmail.com,Female,Pune,Maharashtra,India
,163,Divya,Iyer,divya.iyer163@gmail.com,Female,Pune,Maharashtra,India
,164,Aarav,Singh,aarav.singh164@gmail.com,Male,Hyderabad,Telangana,India
,165,Meera,Verma,meera.verma165@gmail.com,Female,Kolkata,West Bengal,India
,166,Priya,Singh,priya.singh166@gmail.com,Female,Delhi,Delhi,India
,167,Sneha,Nair,sneha.nair167@gmail.com,Female,Chennai,Tamil Nadu,India
,168,Aarav,Nair,aarav.nair168@gmail.com,Male,Hyderabad,Telangana,India
,169,Vikram,Iyer,vikram.iyer169@gmail.com,Male,Hyderabad,Telangana,India
,170,Arjun,Gupta,arjun.gupta170@gmail.com,Male,Kolkata,West Bengal,India
